Date,Open,High,Low,Close,Vol.,Change %
16-Oct-15,13.62,14.17,13.58,13.83,2.25M,0.88%
19-Oct-15,13.83,14.5,13.83,14.17,2.17M,2.46%
21-Oct-15,14.17,14.5,14.17,14.29,1.40M,0.85%
22-Oct-15,14.33,14.5,14.17,14.29,1.52M,0.00%
23-Oct-15,14.17,14.67,14.17,14.17,833.64K,-0.84%
26-Oct-15,14.17,14.17,13.92,14.08,71.88K,-0.64%
27-Oct-15,13.96,14.17,13.96,14,318.36K,-0.57%
28-Oct-15,14.17,14.25,13.96,14.17,3.67M,1.21%
29-Oct-15,14.17,14.21,14.04,14.17,2.56M,0.00%
30-Oct-15,14.12,14.17,13.96,14.08,875.28K,-0.64%
02-Nov-15,14.04,14.21,13.96,14.08,207.72K,0.00%
03-Nov-15,14.21,14.25,14,14.08,326.88K,0.00%
04-Nov-15,14.17,14.21,14,14.17,653.04K,0.64%
05-Nov-15,14.17,14.25,14.17,14.21,684.12K,0.28%
06-Nov-15,14.58,15,14.17,14.25,2.52M,0.28%
09-Nov-15,14.33,15,14.29,14.33,1.95M,0.56%
10-Nov-15,14.38,14.75,14.38,14.42,3.01M,0.63%
11-Nov-15,14.46,14.71,14.42,14.5,2.14M,0.55%
12-Nov-15,14.58,15,14.54,14.62,591.84K,0.83%
13-Nov-15,15,15.25,15,15,78.48K,2.60%
16-Nov-15,15,15.17,14.88,15,2.33M,0.00%
17-Nov-15,15.04,15.17,15,15.04,237.24K,0.27%
18-Nov-15,15.04,15.17,15,15.04,4.67M,0.00%
19-Nov-15,15.08,15.17,15.08,15.08,1.10M,0.27%
20-Nov-15,15.08,15.25,15.08,15.17,142.44K,0.60%
23-Nov-15,15.08,15.83,15,15.21,405.96K,0.26%
24-Nov-15,15,15.25,14.83,15.08,760.44K,-0.85%
25-Nov-15,15.08,15.17,15,15.04,403.20K,-0.27%
27-Nov-15,15.04,15.29,15,15.12,241.80K,0.53%
30-Nov-15,15,15.42,15,15,2.59M,-0.79%
01-Dec-15,15,15.12,14.83,14.96,174.60K,-0.27%
02-Dec-15,15,15.42,15,15.08,485.64K,0.80%
03-Dec-15,15.12,15.42,15.12,15.25,1.01M,1.13%
04-Dec-15,15.08,15.21,15.08,15.17,901.20K,-0.52%
07-Dec-15,15.17,15.25,15,15.04,76.20K,-0.86%
08-Dec-15,15.12,15.42,15,15.08,112.56K,0.27%
09-Dec-15,15.42,15.42,15,15.04,157.08K,-0.27%
10-Dec-15,15,15.42,14.83,15.08,248.28K,0.27%
11-Dec-15,15.12,15.21,15.08,15.12,3.72M,0.27%
14-Dec-15,15,15.12,15,15,126.12K,-0.79%
15-Dec-15,15,15.08,15,15,584.64K,0.00%
16-Dec-15,15,15.12,15,15,868.32K,0.00%
17-Dec-15,15,15.17,15,15.04,1.87M,0.27%
18-Dec-15,15,15.04,14.92,14.96,67.80K,-0.53%
21-Dec-15,14.92,15.04,14.83,14.92,177.24K,-0.27%
22-Dec-15,15,15,14.25,14.75,234.96K,-1.14%
23-Dec-15,14.58,15,14.58,14.71,1.02M,-0.27%
24-Dec-15,14.58,14.83,14.17,14.67,94.92K,-0.27%
28-Dec-15,14.83,15,14.75,14.88,112.44K,1.43%
29-Dec-15,14.58,14.92,13.75,14.33,50.40K,-3.70%
30-Dec-15,15,15.04,14.17,14.75,155.64K,2.93%
31-Dec-15,0,15.04,15,15,38.64K,1.69%
04-Jan-16,15,15.04,14.17,14.75,66.36K,-1.67%
05-Jan-16,15,15,14.58,14.67,1.04M,-0.54%
06-Jan-16,14.67,14.75,14.38,14.67,1.30M,0.00%
07-Jan-16,14.58,14.71,14.33,14.58,270.24K,-0.61%
08-Jan-16,14.33,14.54,14.17,14.29,1.82M,-1.99%
11-Jan-16,14.25,14.29,14.17,14.21,184.80K,-0.56%
12-Jan-16,14.21,14.38,14.21,14.25,2.36M,0.28%
13-Jan-16,14.21,14.33,14.17,14.25,2.46M,0.00%
14-Jan-16,14.33,14.58,13.54,14.17,342.72K,-0.56%
15-Jan-16,14.25,14.25,13.54,14.04,1.39M,-0.92%
18-Jan-16,14.17,14.25,14.04,14.12,195.36K,0.57%
19-Jan-16,14.17,14.17,13.75,14.08,385.32K,-0.28%
20-Jan-16,14.04,14.25,14.04,14.08,2.06M,0.00%
21-Jan-16,14.17,14.17,13.58,13.88,103.80K,-1.42%
22-Jan-16,13.88,14.17,13.75,13.75,17.28M,-0.94%
25-Jan-16,13.75,14.12,13.75,13.83,330.48K,0.58%
26-Jan-16,13.83,14.12,13.5,13.75,466.92K,-0.58%
27-Jan-16,13.83,14.12,13.38,13.75,329.52K,0.00%
28-Jan-16,13.75,14.08,13.54,13.75,2.99M,0.00%
29-Jan-16,13.83,13.83,13.75,13.79,208.44K,0.29%
01-Feb-16,13.75,14.12,13.75,13.79,99.48K,0.00%
02-Feb-16,13.79,14.58,13.79,13.88,402.84K,0.65%
03-Feb-16,13.88,14.58,13.75,13.96,611.52K,0.58%
04-Feb-16,14.17,14.17,14,14.04,299.76K,0.57%
05-Feb-16,14,14.33,14,14.08,255.72K,0.28%
08-Feb-16,14.08,14.17,13.96,14.08,118.32K,0.00%
09-Feb-16,14.08,14.5,14.08,14.17,460.68K,0.64%
10-Feb-16,14.5,14.58,14.29,14.42,215.64K,1.76%
11-Feb-16,14.58,14.58,14.29,14.29,619.20K,-0.90%
12-Feb-16,14.29,14.42,14.08,14.17,497.76K,-0.84%
15-Feb-16,14.17,14.42,14.17,14.29,285.84K,0.85%
16-Feb-16,14.42,14.42,14.17,14.29,222.84K,0.00%
17-Feb-16,14.29,14.58,14.25,14.33,572.52K,0.28%
18-Feb-16,14.33,14.58,14.33,14.38,96.72K,0.35%
19-Feb-16,14.38,14.54,14.38,14.38,211.92K,0.00%
22-Feb-16,14.33,14.5,14.33,14.38,192.36K,0.00%
23-Feb-16,14.38,14.58,14.38,14.42,1.53M,0.28%
24-Feb-16,14.42,14.58,14.33,14.46,1.69M,0.28%
25-Feb-16,14.5,14.58,14.42,14.46,316.56K,0.00%
26-Feb-16,14.5,15.42,14.46,14.79,244.44K,2.28%
29-Feb-16,15.08,15.42,15,15.25,254.64K,3.11%
01-Mar-16,15.25,15.42,15.12,15.33,494.16K,0.52%
02-Mar-16,15.83,15.83,15.25,15.46,1.12M,0.85%
03-Mar-16,15.83,16.25,15.71,15.92,336.00K,2.98%
04-Mar-16,16,16.08,15.92,15.96,540.36K,0.25%
07-Mar-16,15.88,16.25,15.88,16.04,559.56K,0.50%
08-Mar-16,16.25,16.5,15.92,16.12,504.84K,0.50%
09-Mar-16,16.58,16.58,16.08,16.25,113.88K,0.81%
10-Mar-16,16.67,16.67,16.12,16.25,348.48K,0.00%
11-Mar-16,16.25,17.29,16.17,16.67,2.84M,2.58%
14-Mar-16,16.67,17.5,16.58,16.88,107.64K,1.26%
15-Mar-16,16.67,17.29,16.25,16.62,1.14M,-1.54%
16-Mar-16,17.92,17.92,16.67,17.5,659.04K,5.29%
17-Mar-16,19.17,19.17,16.62,17.5,2.08M,0.00%
18-Mar-16,17.5,19.17,15.96,16.88,7.55M,-3.54%
21-Mar-16,17.08,18.33,16,17.29,2.00M,2.43%
22-Mar-16,16.67,18.12,16.67,17.08,1.09M,-1.21%
23-Mar-16,17.08,18.12,16.88,17.29,226.80K,1.23%
24-Mar-16,17.08,17.92,17.08,17.29,319.08K,0.00%
29-Mar-16,17.5,17.5,17.08,17.29,438.96K,0.00%
30-Mar-16,17.5,17.5,17.08,17.29,466.20K,0.00%
31-Mar-16,17.5,18.33,17.08,17.5,1.25M,1.21%
01-Apr-16,17.29,17.5,17.08,17.08,786.24K,-2.40%
04-Apr-16,17.29,17.5,17.08,17.08,534.12K,0.00%
05-Apr-16,17.29,17.29,16.88,17.08,957.48K,0.00%
06-Apr-16,17.08,17.29,17.08,17.08,226.80K,0.00%
07-Apr-16,17.08,17.29,17.08,17.08,481.56K,0.00%
08-Apr-16,17.29,17.29,17.08,17.08,166.44K,0.00%
11-Apr-16,17.08,17.29,17.08,17.08,1.05M,0.00%
12-Apr-16,17.08,17.29,16.5,16.88,1.41M,-1.17%
13-Apr-16,16.5,17.08,16.5,16.88,480.84K,0.00%
14-Apr-16,16.67,17.08,16.67,16.67,852.12K,-1.24%
15-Apr-16,16.88,17.29,16.88,16.88,911.28K,1.26%
18-Apr-16,16.88,17.08,16.25,16.58,340.44K,-1.78%
